Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT,AvgCTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
5/25/2025,23:16,BKG106397,Cancelled by Driver,CUST10659,Prime Sedan,Kalyan Nagar,Hulimavu,,,0,,1,Customer related issue,0,,,,,,
5/15/2025,2:11,BKG106398,Success,CUST11935,Bike,Brookefield,Bellandur,8,11,0,,0,,0,,259.13,8.79,3.2,4.8,Net Banking
5/1/2025,23:50,BKG106399,Success,CUST15310,Prime Sedan,Kammanahalli,Brookefield,8,13,0,,0,,0,,466.83,12.59,4.8,3.1,UPI
5/23/2025,18:27,BKG106400,Success,CUST15046,Prime Sedan,Vijayanagar,Horamavu,5,15,0,,0,,0,,185.08,5.17,3.5,3.5,Credit Card
5/16/2025,16:43,BKG106401,Success,CUST13943,Prime SUV,Banashankari,Marathahalli,3,15,0,,0,,0,,164.38,24.45,3.4,4.1,Wallet
5/22/2025,3:47,BKG106402,Cancelled by Customer,CUST10847,Prime Plus,Rajajinagar,Hoodi,,,1,Driver asked to cancel,0,,0,,,,,,
5/23/2025,23:58,BKG106403,Success,CUST19144,Prime Sedan,Horamavu,Electronic City,3,11,0,,0,,0,,67.89,15.28,3.1,3.3,Net Banking
5/10/2025,5:47,BKG106404,Incomplete,CUST15868,eBike,HSR Sector 5,Hulimavu,,,0,,0,,1,Other Issue,,,,,
5/14/2025,6:37,BKG106405,Success,CUST11521,Prime Plus,Domlur,Frazer Town,2,6,0,,0,,0,,191.83,21.37,3.2,3.1,Credit Card
5/25/2025,8:50,BKG106406,Success,CUST13586,Prime Plus,Kudlu Gate,HSR Sector 5,8,15,0,,0,,0,,636.64,2.6,3.3,3.6,Wallet
5/10/2025,4:37,BKG106407,Success,CUST18140,Prime Sedan,Horamavu,Mahadevpura,6,13,0,,0,,0,,365.8,6.95,3.1,3.5,Debit Card
5/26/2025,8:19,BKG106408,Success,CUST13617,Prime SUV,HSR Sector 2,Banashankari,9,8,0,,0,,0,,561.24,9.88,3.3,3.8,Credit Card
5/4/2025,5:34,BKG106409,Cancelled by Customer,CUST19317,Prime SUV,MG Road,Mahadevpura,,,1,Change of plans,0,,0,,,,,,
5/1/2025,3:26,BKG106410,Success,CUST13479,eBike,BTM Layout,Yeshwanthpur,9,11,0,,0,,0,,202.65,5.91,4.7,4.3,Credit Card
5/22/2025,14:45,BKG106411,Incomplete,CUST10831,Prime Plus,Domlur,RT Nagar,,,0,,0,,1,Vehicle Breakdown,,,,,
5/29/2025,12:14,BKG106412,Success,CUST12687,Auto,KR Puram,HSR Sector 4,5,6,0,,0,,0,,396.61,5.58,4.7,4.7,Debit Card
5/17/2025,4:31,BKG106413,Success,CUST11142,eBike,Brookefield,Ulsoor,4,10,0,,0,,0,,787.73,24.23,4.6,3.4,Net Banking
5/16/2025,1:48,BKG106414,Cancelled by Driver,CUST10921,Mini,Horamavu,Banashankari,,,0,,1,Personal & Car related issues,0,,,,,,
5/13/2025,7:38,BKG106415,Cancelled by Customer,CUST11549,Bike,Arekere,Mahadevpura,,,1,Change of plans,0,,0,,,,,,
5/23/2025,5:22,BKG106416,Success,CUST19075,Auto,Arekere,Peenya,2,6,0,,0,,0,,661.74,23.48,3.8,4.3,Wallet
5/20/2025,1:38,BKG106417,Success,CUST19683,Prime Plus,RT Nagar,Brookefield,10,13,0,,0,,0,,335.06,8.5,3.3,4.7,Wallet
5/25/2025,23:34,BKG106418,Success,CUST19465,Prime SUV,Brookefield,HSR Sector 2,5,15,0,,0,,0,,137.94,20.33,3.1,3.1,Debit Card
5/11/2025,4:51,BKG106419,Success,CUST18813,eBike,Koramangala,HSR Layout,6,12,0,,0,,0,,203.63,11.03,3,3.6,Credit Card
5/24/2025,10:39,BKG106420,Success,CUST13813,Bike,Electronic City,Devanahalli,3,12,0,,0,,0,,240.51,19.61,3.7,3.1,Credit Card
5/24/2025,6:12,BKG106421,Success,CUST19290,Prime SUV,HSR Sector 5,JP Nagar,4,11,0,,0,,0,,157.2,16.67,4,4.2,Credit Card
5/24/2025,4:32,BKG106422,Success,CUST19712,eBike,Nagarbhavi,HSR Sector 5,4,15,0,,0,,0,,181.63,4.48,3.2,3.3,Credit Card
5/14/2025,2:49,BKG106423,Success,CUST15733,Bike,HSR Sector 6,Kammanahalli,2,9,0,,0,,0,,683.42,12.77,4.4,4.9,Debit Card
5/21/2025,4:16,BKG106424,Success,CUST11122,Prime SUV,Jayanagar,HSR Sector 6,6,10,0,,0,,0,,543.75,10.46,4.3,4.8,Credit Card
5/27/2025,2:29,BKG106425,Success,CUST13741,Bike,Ulsoor,Basavanagudi,10,9,0,,0,,0,,237.45,7.2,4.4,4.2,Wallet
5/10/2025,20:12,BKG106426,Cancelled by Customer,CUST18682,Prime SUV,Frazer Town,Kudlu Gate,,,1,Driver asked to cancel,0,,0,,,,,,
5/7/2025,18:11,BKG106427,Incomplete,CUST17035,Auto,Mahadevpura,Yelahanka,,,0,,0,,1,Vehicle Breakdown,,,,,
5/6/2025,8:06,BKG106428,Cancelled by Customer,CUST15563,Auto,Brookefield,Domlur,,,1,Wrong Address,0,,0,,,,,,
5/9/2025,22:40,BKG106429,Incomplete,CUST19576,Bike,Marathahalli,Shivajinagar,,,0,,0,,1,Customer Demand,,,,,
5/8/2025,20:09,BKG106430,Success,CUST14469,Prime SUV,JP Nagar,Mahadevpura,2,5,0,,0,,0,,589.61,19.94,4.5,4.2,Wallet
5/20/2025,20:28,BKG106431,Success,CUST14298,Prime Plus,Arekere,HSR Sector 2,4,6,0,,0,,0,,301.84,17.9,3.3,4.9,Net Banking
5/18/2025,23:50,BKG106432,Success,CUST11181,Prime Plus,MG Road,Hoodi,7,9,0,,0,,0,,645.76,24.92,3,3.4,Net Banking
5/30/2025,19:33,BKG106433,Success,CUST15930,Auto,Mahadevpura,Bellandur,9,13,0,,0,,0,,140.5,10.03,4.6,3.3,Net Banking
5/31/2025,22:05,BKG106434,Cancelled by Driver,CUST12599,Mini,Magadi Road,Bannerghatta Road,,,0,,1,Customer related issue,0,,,,,,
5/30/2025,13:52,BKG106435,Success,CUST13866,Mini,Vijayanagar,RT Nagar,4,14,0,,0,,0,,447.5,17.09,4.8,4.2,Wallet
5/26/2025,10:48,BKG106436,Cancelled by Customer,CUST17410,Auto,Kudlu Gate,HSR Sector 5,,,1,Change of plans,0,,0,,,,,,
5/19/2025,10:12,BKG106437,Incomplete,CUST11623,Prime Sedan,Banashankari,Hulimavu,,,0,,0,,1,Other Issue,,,,,
5/8/2025,6:54,BKG106438,Cancelled by Customer,CUST13949,Prime SUV,Devanahalli,Bellandur,,,1,AC is not working,0,,0,,,,,,
5/27/2025,15:59,BKG106439,Cancelled by Customer,CUST11854,Bike,Kalyan Nagar,Banashankari,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/19/2025,5:13,BKG106440,Success,CUST17572,Prime Plus,Hulimavu,Kalyan Nagar,9,12,0,,0,,0,,407.32,9.46,3.7,3.3,Debit Card
5/10/2025,8:25,BKG106441,Cancelled by Driver,CUST10497,Mini,Mahadevpura,Jayanagar,,,0,,1,More than permitted people in there,0,,,,,,
5/3/2025,14:24,BKG106442,Success,CUST12486,Mini,Basavanagudi,Marathahalli,8,15,0,,0,,0,,103.47,10,3.2,3.1,Debit Card
5/1/2025,1:02,BKG106443,Incomplete,CUST13860,Mini,Jayanagar,Mahadevpura,,,0,,0,,1,Customer Demand,,,,,
5/6/2025,22:08,BKG106444,Success,CUST10311,Prime SUV,Rajajinagar,HSR Layout,2,7,0,,0,,0,,517.46,22.02,4.9,4.6,UPI
5/8/2025,23:08,BKG106445,Cancelled by Driver,CUST17620,Prime SUV,Electronic City,Malleshwaram,,,0,,1,Customer related issue,0,,,,,,
5/28/2025,4:59,BKG106446,Cancelled by Driver,CUST12567,eBike,HSR Sector 3,JP Nagar,,,0,,1,Customer related issue,0,,,,,,
5/3/2025,12:23,BKG106447,Cancelled by Driver,CUST10883,eBike,HSR Sector 4,Peenya,,,0,,1,Customer related issue,0,,,,,,
5/14/2025,2:51,BKG106448,Success,CUST11591,Mini,Arekere,Arekere,2,15,0,,0,,0,,248.58,12.57,4.8,5,Wallet
5/15/2025,6:42,BKG106449,Cancelled by Customer,CUST15999,Prime Sedan,HSR Sector 4,Koramangala,,,1,Driver asked to cancel,0,,0,,,,,,
5/6/2025,17:41,BKG106450,Cancelled by Customer,CUST13096,eBike,MG Road,JP Nagar,,,1,AC is not working,0,,0,,,,,,
5/23/2025,12:15,BKG106451,Success,CUST10697,eBike,JP Nagar,Bannerghatta Road,6,10,0,,0,,0,,724.54,14.54,3.1,3.5,Credit Card
5/21/2025,0:37,BKG106452,Incomplete,CUST10613,Bike,Kammanahalli,JP Nagar,,,0,,0,,1,Other Issue,,,,,
5/21/2025,22:16,BKG106453,Success,CUST16950,Prime Plus,Bommanahalli,Devanahalli,5,12,0,,0,,0,,55.52,10.23,3.4,4.1,Debit Card
5/9/2025,4:56,BKG106454,Success,CUST17738,Bike,Nagarbhavi,KR Puram,4,5,0,,0,,0,,798.24,19.68,3.1,3.8,Net Banking
5/25/2025,0:21,BKG106455,Success,CUST18174,eBike,Bommanahalli,KR Puram,6,13,0,,0,,0,,57.95,18.03,3.4,4.2,Net Banking
5/1/2025,10:03,BKG106456,Success,CUST10448,Auto,HSR Sector 5,Magadi Road,4,14,0,,0,,0,,364.7,4.68,3.5,4.9,Wallet
5/19/2025,15:32,BKG106457,Success,CUST16445,Prime Sedan,Shivajinagar,KR Puram,3,9,0,,0,,0,,604.82,19.32,4.9,3.5,Debit Card
5/24/2025,7:13,BKG106458,Success,CUST14996,Bike,HSR Sector 4,Horamavu,8,7,0,,0,,0,,283.75,22.25,4,4.1,Cash
5/17/2025,13:11,BKG106459,Cancelled by Driver,CUST17417,Prime Plus,HSR Sector 6,HSR Sector 1,,,0,,1,More than permitted people in there,0,,,,,,
5/18/2025,1:03,BKG106460,Success,CUST12546,eBike,Kalena Agrahara,Domlur,2,8,0,,0,,0,,498.43,22.99,4.4,3.4,Debit Card
5/11/2025,21:36,BKG106461,Incomplete,CUST17126,Auto,Arekere,Jayanagar,,,0,,0,,1,Customer Demand,,,,,
5/19/2025,5:08,BKG106462,Success,CUST16495,Prime SUV,Magadi Road,Yeshwanthpur,3,7,0,,0,,0,,468.58,9.25,4.8,3.7,Wallet
5/3/2025,0:26,BKG106463,Cancelled by Customer,CUST18992,Prime SUV,Hulimavu,Basavanagudi,,,1,Change of plans,0,,0,,,,,,
5/15/2025,14:38,BKG106464,Success,CUST15383,Mini,Koramangala,Bellandur,8,6,0,,0,,0,,72.88,14.51,3.1,4.3,Net Banking
5/10/2025,16:17,BKG106465,Success,CUST17705,Bike,HSR Sector 3,Domlur,2,6,0,,0,,0,,484.84,20.75,3.8,3.9,Wallet
5/22/2025,2:08,BKG106466,Cancelled by Customer,CUST10344,eBike,Hoodi,Bannerghatta Road,,,1,AC is not working,0,,0,,,,,,
5/1/2025,9:46,BKG106467,Success,CUST13987,Auto,Basavanagudi,Indiranagar,5,7,0,,0,,0,,250.6,22.19,3.6,3.4,Debit Card
5/7/2025,12:06,BKG106468,Success,CUST19237,Auto,BTM Layout,HSR Sector 7,5,13,0,,0,,0,,452.86,17.39,4.9,5,Debit Card
5/22/2025,17:12,BKG106469,Cancelled by Customer,CUST15792,Prime Sedan,Hulimavu,JP Nagar,,,1,AC is not working,0,,0,,,,,,
5/10/2025,6:15,BKG106470,Success,CUST13835,Auto,Marathahalli,Domlur,6,7,0,,0,,0,,156.1,16.69,3.7,3.5,Debit Card
5/18/2025,18:13,BKG106471,Cancelled by Customer,CUST14515,Bike,HSR Sector 5,Bannerghatta Road,,,1,AC is not working,0,,0,,,,,,
5/31/2025,18:15,BKG106472,Success,CUST12720,eBike,Mahadevpura,Brookefield,4,5,0,,0,,0,,749.7,5.32,3.1,4.2,Debit Card
5/19/2025,8:51,BKG106473,Incomplete,CUST17838,Mini,Shivajinagar,Basavanagudi,,,0,,0,,1,Customer Demand,,,,,
5/23/2025,4:46,BKG106474,Success,CUST12249,Mini,Whitefield,Horamavu,8,12,0,,0,,0,,476.29,21.61,4.4,4.5,Credit Card
5/20/2025,4:50,BKG106475,Success,CUST11002,Auto,RT Nagar,MG Road,3,9,0,,0,,0,,375.64,24.19,4.1,4.3,UPI
5/24/2025,12:02,BKG106476,Cancelled by Customer,CUST10054,Prime Plus,Yelahanka,Marathahalli,,,1,Change of plans,0,,0,,,,,,
5/23/2025,8:46,BKG106477,Success,CUST10269,Prime SUV,Kudlu Gate,HSR Sector 4,4,13,0,,0,,0,,791.57,23.75,3,4.8,Wallet
5/17/2025,20:58,BKG106478,Success,CUST15829,Auto,Arekere,Hoodi,7,11,0,,0,,0,,510.45,8.82,4.8,4.3,Debit Card
5/13/2025,5:23,BKG106479,Cancelled by Customer,CUST10755,Prime Plus,JP Nagar,Bommanahalli,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/15/2025,6:52,BKG106480,Success,CUST10778,Mini,Bommanahalli,Whitefield,7,13,0,,0,,0,,166.02,23.2,4.4,3.4,Debit Card
5/7/2025,6:36,BKG106481,Success,CUST12447,Auto,Jayanagar,Domlur,10,7,0,,0,,0,,190.41,21.46,5,4.5,Wallet
5/31/2025,18:36,BKG106482,Success,CUST18612,Auto,Marathahalli,Kammanahalli,9,6,0,,0,,0,,670.26,18.5,3.7,4.2,Cash
5/28/2025,14:22,BKG106483,Cancelled by Customer,CUST14768,Prime Plus,Bommanahalli,Bommanahalli,,,1,Wrong Address,0,,0,,,,,,
5/4/2025,3:40,BKG106484,Success,CUST15225,Prime SUV,Electronic City,JP Nagar,8,10,0,,0,,0,,222.86,20.85,3.7,3,Wallet
5/23/2025,22:21,BKG106485,Success,CUST14535,Auto,Koramangala,KR Puram,7,7,0,,0,,0,,737.79,11.56,5,4.3,Cash
5/20/2025,18:52,BKG106486,Cancelled by Customer,CUST10229,eBike,Yeshwanthpur,Koramangala,,,1,Change of plans,0,,0,,,,,,
5/11/2025,16:53,BKG106487,Success,CUST15038,Auto,Basavanagudi,Jayanagar,10,8,0,,0,,0,,204.53,8.2,3.5,4.7,Wallet
5/19/2025,6:03,BKG106488,Success,CUST10936,eBike,Hoodi,Rajajinagar,9,10,0,,0,,0,,222.11,10.94,3.5,4.5,Net Banking
5/25/2025,6:19,BKG106489,Incomplete,CUST13359,Mini,Kalena Agrahara,Shivajinagar,,,0,,0,,1,Vehicle Breakdown,,,,,
5/10/2025,15:51,BKG106490,Success,CUST17714,Prime SUV,Hoodi,JP Nagar,7,7,0,,0,,0,,791.8,6.5,3.3,3.5,Wallet
5/19/2025,1:39,BKG106491,Incomplete,CUST14957,Mini,Indiranagar,Hulimavu,,,0,,0,,1,Customer Demand,,,,,
5/10/2025,17:39,BKG106492,Cancelled by Customer,CUST10860,Prime Plus,Yeshwanthpur,Bellandur,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/9/2025,3:16,BKG106493,Cancelled by Customer,CUST18842,eBike,Magadi Road,HSR Sector 4,,,1,AC is not working,0,,0,,,,,,
5/27/2025,1:31,BKG106494,Success,CUST13868,Prime SUV,HSR Sector 2,Marathahalli,4,7,0,,0,,0,,577.23,19.26,3.7,4.5,UPI
5/13/2025,19:08,BKG106495,Cancelled by Customer,CUST19818,Prime SUV,Whitefield,Bellandur,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/14/2025,5:27,BKG106496,Success,CUST10120,eBike,RT Nagar,KR Puram,7,10,0,,0,,0,,756,13.67,3.7,4.6,UPI
5/11/2025,12:45,BKG106497,Success,CUST14513,Prime Plus,BTM Layout,Jayanagar,6,9,0,,0,,0,,460.79,15.57,3.9,3.2,UPI
5/14/2025,14:32,BKG106498,Cancelled by Customer,CUST10944,Prime Plus,Bommanahalli,Ulsoor,,,1,Wrong Address,0,,0,,,,,,
5/2/2025,22:29,BKG106499,Success,CUST12819,eBike,KR Puram,Basavanagudi,7,13,0,,0,,0,,286.67,14.09,3.2,4.3,Net Banking
5/7/2025,22:56,BKG106500,Cancelled by Driver,CUST17379,Mini,Horamavu,Hulimavu,,,0,,1,More than permitted people in there,0,,,,,,
5/9/2025,12:52,BKG106501,Success,CUST19575,eBike,Whitefield,Vijayanagar,7,12,0,,0,,0,,296.23,23.33,3.3,3.7,Net Banking
5/1/2025,8:11,BKG106502,Success,CUST10183,Mini,Basavanagudi,Frazer Town,8,8,0,,0,,0,,345.01,14.31,4.9,4.1,Net Banking
5/17/2025,5:05,BKG106503,Cancelled by Customer,CUST17242,Bike,Basavanagudi,Kalena Agrahara,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/18/2025,6:22,BKG106504,Success,CUST19925,Auto,Devanahalli,BTM Layout,6,14,0,,0,,0,,130.67,22.8,4.8,4.7,UPI
5/14/2025,16:43,BKG106505,Success,CUST19931,Prime Plus,HSR Sector 7,Arekere,9,8,0,,0,,0,,321.92,8.92,3.6,4.3,Credit Card
5/7/2025,17:02,BKG106506,Cancelled by Driver,CUST17511,Prime SUV,HSR Layout,Kalena Agrahara,,,0,,1,Customer related issue,0,,,,,,
5/14/2025,17:35,BKG106507,Success,CUST11189,eBike,Kalyan Nagar,Yeshwanthpur,5,13,0,,0,,0,,598.89,14.58,5,3.7,Wallet
5/25/2025,2:26,BKG106508,Cancelled by Customer,CUST19964,Auto,Sarjapur Road,Malleshwaram,,,1,AC is not working,0,,0,,,,,,
5/6/2025,7:53,BKG106509,Success,CUST13161,Auto,Koramangala,RT Nagar,8,8,0,,0,,0,,553.58,10.47,3.1,4.9,UPI
5/22/2025,2:51,BKG106510,Cancelled by Driver,CUST16788,Bike,HSR Sector 3,Marathahalli,,,0,,1,Personal & Car related issues,0,,,,,,
5/6/2025,1:16,BKG106511,Cancelled by Customer,CUST15408,Mini,Bannerghatta Road,Koramangala,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/28/2025,10:14,BKG106512,Incomplete,CUST10992,Prime Sedan,Indiranagar,HSR Sector 7,,,0,,0,,1,Other Issue,,,,,
5/17/2025,17:52,BKG106513,Success,CUST12512,Auto,JP Nagar,RT Nagar,2,14,0,,0,,0,,471.67,13.33,3.1,4.6,Debit Card
5/8/2025,4:24,BKG106514,Cancelled by Customer,CUST19878,Auto,Koramangala,Arekere,,,1,Change of plans,0,,0,,,,,,
5/10/2025,16:45,BKG106515,Success,CUST17629,Auto,Sarjapur Road,Domlur,8,12,0,,0,,0,,279.25,13.24,3.9,3.7,Wallet
5/31/2025,0:32,BKG106516,Success,CUST16263,Prime Sedan,Yeshwanthpur,Domlur,8,11,0,,0,,0,,457.95,19.1,4.8,3.7,Net Banking
5/12/2025,6:11,BKG106517,Cancelled by Driver,CUST19427,Mini,Whitefield,Sarjapur Road,,,0,,1,More than permitted people in there,0,,,,,,
5/20/2025,19:50,BKG106518,Success,CUST14100,Mini,Shivajinagar,Kudlu Gate,6,9,0,,0,,0,,96.8,11.94,3,3.5,Credit Card
5/2/2025,12:39,BKG106519,Cancelled by Driver,CUST18089,Prime SUV,Kudlu Gate,Koramangala,,,0,,1,Personal & Car related issues,0,,,,,,
5/1/2025,3:13,BKG106520,Success,CUST17971,Prime SUV,Vijayanagar,HSR Layout,5,5,0,,0,,0,,260.12,5.78,4.7,3.6,Cash
5/2/2025,22:39,BKG106521,Success,CUST18855,Prime SUV,Indiranagar,Brookefield,2,13,0,,0,,0,,242.18,4.4,4.5,4.5,Wallet
5/4/2025,0:02,BKG106522,Cancelled by Driver,CUST16196,Bike,Bannerghatta Road,Sarjapur Road,,,0,,1,Personal & Car related issues,0,,,,,,
5/9/2025,5:19,BKG106523,Success,CUST15671,Prime Plus,Peenya,Bellandur,4,12,0,,0,,0,,470,4.25,4.3,4.1,Wallet
5/9/2025,15:35,BKG106524,Success,CUST14674,eBike,Indiranagar,Kudlu Gate,8,5,0,,0,,0,,386.07,16.99,3.5,3.1,Wallet
5/11/2025,11:01,BKG106525,Success,CUST10851,eBike,Jayanagar,Whitefield,10,10,0,,0,,0,,556.5,3.26,3.8,4.4,Credit Card
5/18/2025,4:56,BKG106526,Success,CUST10111,Prime Plus,Bellandur,HSR Sector 4,3,8,0,,0,,0,,738.48,21.83,3.7,4,Credit Card
5/28/2025,15:40,BKG106527,Success,CUST18813,Auto,Hulimavu,HSR Sector 3,2,6,0,,0,,0,,554.75,22.15,3.6,5,UPI
5/19/2025,15:23,BKG106528,Success,CUST10896,Mini,Yelahanka,Frazer Town,2,15,0,,0,,0,,644.76,9.41,4.8,3.2,Cash
5/12/2025,20:11,BKG106529,Cancelled by Customer,CUST16776,Bike,Indiranagar,Nagarbhavi,,,1,Driver asked to cancel,0,,0,,,,,,
5/20/2025,5:19,BKG106530,Success,CUST16033,Prime Plus,Kammanahalli,Malleshwaram,7,6,0,,0,,0,,790.06,20.45,5,3,Wallet
5/15/2025,18:03,BKG106531,Success,CUST19802,Auto,Sarjapur Road,Whitefield,4,13,0,,0,,0,,736.33,11.6,4.2,4,Cash
5/11/2025,6:06,BKG106532,Incomplete,CUST17295,Mini,RT Nagar,Electronic City,,,0,,0,,1,Other Issue,,,,,
5/18/2025,15:14,BKG106533,Cancelled by Driver,CUST18516,Prime Sedan,Kalena Agrahara,Brookefield,,,0,,1,Personal & Car related issues,0,,,,,,
5/11/2025,23:03,BKG106534,Cancelled by Customer,CUST10907,eBike,Hulimavu,Bellandur,,,1,Driver asked to cancel,0,,0,,,,,,
5/27/2025,15:18,BKG106535,Success,CUST18471,Prime Sedan,Koramangala,JP Nagar,8,12,0,,0,,0,,138.36,24.16,4.3,4.2,Cash
5/10/2025,22:19,BKG106536,Success,CUST19305,Auto,Devanahalli,HSR Sector 2,10,11,0,,0,,0,,574.85,23.16,4.9,4.5,Net Banking
5/11/2025,0:13,BKG106537,Success,CUST12612,Prime Plus,Kammanahalli,RT Nagar,6,12,0,,0,,0,,740.42,15.27,3.6,4.8,UPI
5/18/2025,6:54,BKG106538,Success,CUST10804,eBike,Arekere,Yeshwanthpur,10,11,0,,0,,0,,579.7,23.22,3.7,5,Wallet
5/5/2025,1:30,BKG106539,Success,CUST16542,Prime Sedan,Vijayanagar,RT Nagar,10,6,0,,0,,0,,702.74,10.05,3.4,4.9,Debit Card
5/24/2025,2:42,BKG106540,Success,CUST15303,Prime SUV,JP Nagar,Hulimavu,8,12,0,,0,,0,,166.5,23.59,3,4.8,Debit Card
5/27/2025,20:42,BKG106541,Success,CUST10944,Prime SUV,Arekere,Bannerghatta Road,10,15,0,,0,,0,,121.52,21.55,4.9,4.6,Credit Card
5/24/2025,14:52,BKG106542,Success,CUST14150,eBike,Frazer Town,Electronic City,6,15,0,,0,,0,,487.54,2.02,4.2,3.9,Net Banking
5/7/2025,0:53,BKG106543,Incomplete,CUST14947,Prime Sedan,Hulimavu,Kammanahalli,,,0,,0,,1,Customer Demand,,,,,
5/18/2025,9:06,BKG106544,Cancelled by Customer,CUST16227,Prime Sedan,Bommanahalli,HSR Sector 5,,,1,Change of plans,0,,0,,,,,,
5/19/2025,13:37,BKG106545,Cancelled by Driver,CUST18001,Auto,Hoodi,Vijayanagar,,,0,,1,More than permitted people in there,0,,,,,,
5/14/2025,21:50,BKG106546,Success,CUST17860,Prime SUV,Whitefield,Shivajinagar,3,5,0,,0,,0,,321.03,6.88,4.9,4.3,Cash
5/28/2025,5:00,BKG106547,Success,CUST10226,Prime Sedan,Hoodi,HSR Sector 2,3,7,0,,0,,0,,738.24,20.62,3.2,3.1,Cash
5/15/2025,14:30,BKG106548,Incomplete,CUST10825,Prime Sedan,HSR Sector 3,HSR Sector 3,,,0,,0,,1,Customer Demand,,,,,
5/12/2025,3:17,BKG106549,Success,CUST15436,Prime Plus,Vijayanagar,Marathahalli,3,9,0,,0,,0,,612.01,17.33,3.3,3.2,Credit Card
5/17/2025,14:48,BKG106550,Success,CUST17427,Prime Sedan,Arekere,HSR Sector 7,8,11,0,,0,,0,,137.87,21,3.6,3.3,Credit Card
5/1/2025,5:18,BKG106551,Success,CUST17832,Auto,Kalena Agrahara,Horamavu,7,6,0,,0,,0,,529.44,10.19,4.9,4.8,Wallet
5/11/2025,13:24,BKG106552,Cancelled by Customer,CUST14926,Mini,HSR Sector 6,Mahadevpura,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/2/2025,22:15,BKG106553,Success,CUST14744,Prime Sedan,Nagarbhavi,Electronic City,2,12,0,,0,,0,,95.7,19,4.8,4.8,Credit Card
5/24/2025,20:05,BKG106554,Success,CUST18948,eBike,Electronic City,Magadi Road,9,8,0,,0,,0,,418.76,4.69,4.5,3.6,Credit Card
5/13/2025,14:15,BKG106555,Success,CUST10036,Bike,HSR Sector 4,Kalyan Nagar,4,9,0,,0,,0,,636.24,13.57,3.9,3.5,Credit Card
5/29/2025,15:05,BKG106556,Incomplete,CUST15149,Prime Plus,Devanahalli,JP Nagar,,,0,,0,,1,Vehicle Breakdown,,,,,
5/20/2025,9:38,BKG106557,Success,CUST15427,Prime Sedan,Kalena Agrahara,Kammanahalli,8,8,0,,0,,0,,508.17,8.74,3.6,3.2,Debit Card
5/12/2025,15:09,BKG106558,Success,CUST18789,eBike,Peenya,Electronic City,6,8,0,,0,,0,,611.93,24.39,4,4.5,Net Banking
5/30/2025,1:24,BKG106559,Cancelled by Customer,CUST16797,Prime SUV,Basavanagudi,Kalena Agrahara,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/10/2025,15:12,BKG106560,Cancelled by Customer,CUST11238,Prime SUV,Bommanahalli,Horamavu,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/13/2025,0:27,BKG106561,Success,CUST15293,Auto,Arekere,Sarjapur Road,2,10,0,,0,,0,,151.79,16.56,4.6,4,Cash
5/25/2025,16:48,BKG106562,Success,CUST12958,Auto,Indiranagar,Devanahalli,9,10,0,,0,,0,,89.06,10.51,4.5,3.6,Credit Card
5/14/2025,12:12,BKG106563,Cancelled by Driver,CUST11090,Bike,Horamavu,HSR Sector 6,,,0,,1,More than permitted people in there,0,,,,,,
5/9/2025,0:08,BKG106564,Success,CUST13794,Prime Sedan,Ulsoor,Sarjapur Road,10,6,0,,0,,0,,72.78,15.72,4.3,5,Debit Card
5/23/2025,5:12,BKG106565,Success,CUST15606,eBike,MG Road,HSR Sector 6,3,11,0,,0,,0,,199.89,17.03,4,3.4,Cash
5/22/2025,11:19,BKG106566,Cancelled by Customer,CUST10321,Prime Sedan,Basavanagudi,Yeshwanthpur,,,1,Driver asked to cancel,0,,0,,,,,,
5/16/2025,19:42,BKG106567,Success,CUST12292,Mini,HSR Sector 1,HSR Sector 4,9,9,0,,0,,0,,705.83,4.81,4.8,4,Wallet
5/24/2025,17:09,BKG106568,Cancelled by Driver,CUST17130,eBike,Brookefield,HSR Sector 2,,,0,,1,More than permitted people in there,0,,,,,,
5/30/2025,0:45,BKG106569,Success,CUST12767,Prime Sedan,Yelahanka,Ulsoor,9,11,0,,0,,0,,245.78,23.97,3.3,3.3,Wallet
5/9/2025,3:52,BKG106570,Success,CUST18087,Prime Sedan,Magadi Road,Kalena Agrahara,2,8,0,,0,,0,,395.38,19.25,4.3,4.6,Net Banking
5/4/2025,2:06,BKG106571,Success,CUST19459,Bike,HSR Sector 2,Hulimavu,10,15,0,,0,,0,,180.81,11.94,4.8,3.8,Debit Card
5/13/2025,5:06,BKG106572,Success,CUST17402,Prime Plus,Jayanagar,HSR Sector 3,2,6,0,,0,,0,,79.58,16.2,3.3,4.8,Net Banking
